Isotope      A            Z            YIELD     
Ru03         103          44           0.00000E+00  
Ru04         104          44           1.68540E-10  
Ru05         105          44           0.00000E+00  
Ru06         106          44           0.00000E+00  
Rh03         103          45           1.74310E-10  
Rh05         105          45           0.00000E+00  
Pd04         104          46           2.54090E-10  
Pd05         105          46           1.45260E-10  
Pd06         106          46           3.93980E-10  
Pd07         107          46           5.65610E-11  
Pd08         108          46           4.48840E-10  
Pd09         109          46           0.00000E+00  
Pd10         110          46           1.22580E-10  
Ag07         107          47           6.28700E-11  
Ag09         109          47           1.64240E-10  
Ag11         111          47           0.00000E+00  
Cd08         108          48           4.58440E-12  
Cd09         109          48           0.00000E+00  
Cd10         110          48           3.08160E-10  
Cd11         111          48           1.50970E-10  
Cd12         112          48           4.73500E-10  
Cd13         113          48           1.57910E-10  
Cd14         114          48           6.43520E-10  
Cd15         115          48           0.00000E+00  
Cd16         116          48           2.51480E-10  
In13         113          49           2.06410E-12  
In15         115          49           1.56830E-10  
Sn14         114          50           6.57460E-12  
Sn15         115          50           3.39750E-12  
Sn16         116          50           7.02520E-10  
Sn17         117          50           2.86890E-10  
Sn18         118          50           1.21420E-09  
Sn19         119          50           3.72880E-10  
Sn20         120          50           1.74200E-09  
Sn21         121          50           0.00000E+00  
Sn22         122          50           7.48290E-10  
Sn23         123          50           0.00000E+00  
Sn24         124          50           3.60740E-10  
Sb21         121          51           1.68060E-10  
Sb22         122          51           0.00000E+00  
Sb23         123          51           1.17650E-10  
Sb24         124          51           0.00000E+00  
Sb25         125          51           0.00000E+00  
Te22         122          52           1.81020E-10  
Te23         123          52           5.98810E-11  
Te24         124          52           4.29810E-10  
Te25         125          52           2.29780E-10  
Te26         126          52           9.11270E-10  
Te27         127          52           0.00000E+00  
Te28         128          52           5.77400E-10  
Te30         130          52           4.93280E-10  
I127         127          53           3.81150E-10  
I128         128          53           0.00000E+00  
I129         129          53           5.65190E-12  
I130         130          53           0.00000E+00  
I131         131          53           0.00000E+00  
I132         132          53           0.00000E+00  
I133         133          53           0.00000E+00  
Xe28         128          54           2.27270E-10  
Xe29         129          54           5.20020E-10  
Xe30         130          54           4.52800E-10  
Xe31         131          54           4.62930E-10  
Xe32         132          54           1.08830E-09  
Xe33         133          54           0.00000E+00  
Xe34         134          54           6.23160E-10  
Xe35         135          54           0.00000E+00  
Xe36         136          54           7.02660E-10  
Cs33         133          55           2.10710E-10  
Cs34         134          55           0.00000E+00  
Cs35         135          55           1.14750E-10  
Cs36         136          55           0.00000E+00  
Cs37         137          55           3.36510E-13  
Ba34         134          56           1.96570E-10  
Ba35         135          56           1.40860E-10  
Ba36         136          56           5.88660E-10  
Ba37         137          56           1.37250E-09  
Ba38         138          56           3.78440E-09  
Ba39         139          56           0.00000E+00  
Ba40         140          56           0.00000E+00  
La39         139          57           4.32650E-10  
La40         140          57           0.00000E+00  
Ce40         140          58           7.89100E-10  
Ce41         141          58           0.00000E+00  
Ce42         142          58           1.63010E-10  
Ce43         143          58           0.00000E+00  
Ce44         144          58           0.00000E+00  
Pr41         141          59           1.15710E-10  
Pr42         142          59           0.00000E+00  
Pr43         143          59           0.00000E+00  
Pr45         145          59           0.00000E+00  
Nd42         142          60           1.52910E-10  
Nd43         143          60           6.13680E-11  
Nd44         144          60           1.76280E-10  
Nd45         145          60           4.36780E-11  
Nd46         146          60           1.45290E-10  
Nd47         147          60           0.00000E+00  
Nd48         148          60           4.12560E-11  
Nd49         149          60           0.00000E+00  
Nd50         150          60           1.75940E-11  
Pm45         145          61           0.00000E+00  
Pm46         146          61           0.00000E+00  
Pm47         147          61           0.00000E+00  
Pm48         148          61           0.00000E+00  
Pm49         149          61           0.00000E+00  
Pm50         150          61           0.00000E+00  
Pm51         151          61           0.00000E+00  
Sm44         144          62           2.65990E-12  
Sm45         145          62           0.00000E+00  
Sm46         146          62           0.00000E+00  
Sm47         147          62           2.53620E-11  
Sm48         148          62           2.97150E-11  
Sm49         149          62           1.77110E-11  
Sm50         150          62           2.77330E-11  
Sm51         151          62           0.00000E+00  
Sm52         152          62           4.31580E-11  
Sm53         153          62           0.00000E+00  
Sm54         154          62           3.27200E-11  
Eu51         151          63           1.89060E-11  
Eu52         152          63           0.00000E+00  
Eu53         153          63           2.15330E-11  
Eu54         154          63           0.00000E+00  
Eu55         155          63           0.00000E+00  
Eu56         156          63           0.00000E+00  
Eu57         157          63           0.00000E+00  
Gd52         152          64           7.72390E-13  
Gd53         153          64           0.00000E+00  
Gd54         154          64           7.44580E-12  
Gd55         155          64           2.33270E-11  
Gd56         156          64           4.08320E-11  
Gd57         157          64           2.65570E-11  
Gd58         158          64           5.97150E-11  
Gd59         159          64           0.00000E+00  
Gd60         160          64           3.71420E-11  
Tb59         159          65           2.88520E-11  
Tb60         160          65           0.00000E+00  
Tb61         161          65           0.00000E+00  
Dy60         160          66           1.29870E-11  
Dy61         161          66           3.30930E-11  
Dy62         162          66           6.07680E-11  
Dy63         163          66           4.34270E-11  
Dy64         164          66           7.69800E-11  
Dy65         165          66           0.00000E+00  
Dy66         166          66           0.00000E+00  
Ho63         163          67           4.93030E-13  
Ho64         164          67           0.00000E+00  
Ho65         165          67           4.35410E-11  
Ho66         166          67           0.00000E+00  
Er64         164          68           5.70220E-12  
Er65         165          68           0.00000E+00  
Er66         166          68           4.78300E-11  
Er67         167          68           3.02030E-11  
Er68         168          68           5.58110E-11  
Er69         169          68           0.00000E+00  
Er70         170          68           3.43510E-11  
Er71         171          68           0.00000E+00  
Er72         172          68           0.00000E+00  
Tm69         169          69           2.12730E-11  
Tm70         170          69           0.00000E+00  
Tm71         171          69           0.00000E+00  
Tm72         172          69           0.00000E+00  
Tm73         173          69           0.00000E+00  
Yb70         170          70           1.03660E-11  
Yb71         171          70           2.89240E-11  
Yb72         172          70           5.14600E-11  
Yb73         173          70           3.12900E-11  
Yb74         174          70           1.00970E-10  
Yb75         175          70           0.00000E+00  
Yb76         176          70           3.53000E-11  
Yb77         177          70           0.00000E+00  
Lu75         175          71           2.40390E-11  
Lu76         176          71           2.00640E-12  
Lu77         177          71           0.00000E+00  
Hf76         176          72           1.54880E-11  
Hf77         177          72           2.18460E-11  
Hf78         178          72           5.72390E-11  
Hf79         179          72           2.31550E-11  
Hf80         180          72           9.76340E-11  
Hf81         181          72           0.00000E+00  
Hf82         182          72           8.80820E-12  
Hf83         183          72           0.00000E+00  
Hf84         184          72           0.00000E+00  
Ta79         179          73           0.00000E+00  
Ta80         180          73           0.00000E+00  
Ta81         181          73           2.55190E-11  
Ta82         182          73           0.00000E+00  
Ta83         183          73           0.00000E+00  
Ta84         184          73           0.00000E+00  
W180         180          74           0.00000E+00  
W181         181          74           0.00000E+00  
W182         182          74           3.82690E-11  
W183         183          74           2.80380E-11  
W184         184          74           6.56410E-11  
W185         185          74           0.00000E+00  
W186         186          74           4.54050E-11  
W187         187          74           0.00000E+00  
W188         188          74           0.00000E+00  
Re85         185          75           1.97180E-11  
Re86         186          75           0.00000E+00  
Re87         187          75           2.15830E-11  
Re88         188          75           0.00000E+00  
Re89         189          75           0.00000E+00  
Os86         186          76           1.75380E-11  
Os87         187          76           9.03420E-12  
Os88         188          76           8.24070E-11  
Os89         189          76           5.70220E-11  
Os90         190          76           1.27540E-10  
Os91         191          76           0.00000E+00  
Os92         192          76           1.61330E-10  
Os93         193          76           0.00000E+00  
Os94         194          76           0.00000E+00  
Ir91         191          77           1.14660E-10  
Ir92         192          77           0.00000E+00  
Ir93         193          77           1.94090E-10  
Ir94         194          77           0.00000E+00  
Ir95         195          77           0.00000E+00  
Pt92         192          78           1.73220E-11  
Pt93         193          78           0.00000E+00  
Pt94         194          78           2.70830E-10  
Pt95         195          78           2.30590E-10  
Pt96         196          78           2.41010E-10  
Pt97         197          78           0.00000E+00  
Pt98         198          78           6.12530E-11  
Au97         197          79           1.14250E-10  
Au98         198          79           0.00000E+00  
Au99         199          79           0.00000E+00  
Hg98         198          80           8.66770E-11  
Hg99         199          80           6.85320E-11  
Hg00         200          80           1.57730E-10  
Hg01         201          80           7.46720E-11  
Hg02         202          80           2.37510E-10  
Hg03         203          80           0.00000E+00  
Hg04         204          80           2.98980E-11  
Tl03         203          81           1.10170E-10  
Tl04         204          81           0.00000E+00  
Tl05         205          81           1.50730E-10  
Pb04         204          82           1.19080E-10  
Pb05         205          82           2.90110E-11  
Pb06         206          82           1.51240E-09  
Pb07         207          82           1.41100E-09  
Pb08         208          82           2.57670E-08  
Pb09         209          82           0.00000E+00  
Pb10         210          82           0.00000E+00  
Bi09         209          83           8.47120E-10  
Bi10         210          83           0.00000E+00  
Po10         210          84           0.00000E+00  
