Isotope      A            Z            YIELD     
Tb59         159          65           8.63850E-12  
Tb60         160          65           0.00000E+00  
Tb61         161          65           0.00000E+00  
Dy60         160          66           8.05920E-12  
Dy61         161          66           8.24200E-12  
Dy62         162          66           2.26560E-11  
Dy63         163          66           1.12190E-11  
Dy64         164          66           3.58880E-11  
Dy65         165          66           0.00000E+00  
Dy66         166          66           0.00000E+00  
Ho63         163          67           0.00000E+00  
Ho64         164          67           0.00000E+00  
Ho65         165          67           1.26550E-11  
Ho66         166          67           0.00000E+00  
Er64         164          68           2.87230E-12  
Er65         165          68           0.00000E+00  
Er66         166          68           1.63120E-11  
Er67         167          68           8.82290E-12  
Er68         168          68           2.64940E-11  
Er69         169          68           0.00000E+00  
Er70         170          68           1.26540E-11  
Er71         171          68           0.00000E+00  
Er72         172          68           0.00000E+00  
Tm69         169          69           6.84920E-12  
Tm70         170          69           0.00000E+00  
Tm71         171          69           0.00000E+00  
Tm72         172          69           0.00000E+00  
Tm73         173          69           0.00000E+00  
Yb70         170          70           7.51050E-12  
Yb71         171          70           1.25680E-11  
Yb72         172          70           2.90000E-11  
Yb73         173          70           1.43180E-11  
Yb74         174          70           6.20070E-11  
Yb75         175          70           0.00000E+00  
Yb76         176          70           1.20520E-11  
Yb77         177          70           0.00000E+00  
Lu75         175          71           1.00770E-11  
Lu76         176          71           4.27090E-12  
Lu77         177          71           0.00000E+00  
Hf76         176          72           4.01280E-12  
Hf77         177          72           9.07690E-12  
Hf78         178          72           3.31480E-11  
Hf79         179          72           1.18680E-11  
Hf80         180          72           6.13860E-11  
Hf81         181          72           0.00000E+00  
Hf82         182          72           4.11170E-12  
Hf83         183          72           0.00000E+00  
Hf84         184          72           0.00000E+00  
Ta79         179          73           0.00000E+00  
Ta80         180          73           0.00000E+00  
Ta81         181          73           1.34740E-11  
Ta82         182          73           0.00000E+00  
Ta83         183          73           0.00000E+00  
Ta84         184          73           0.00000E+00  
W180         180          74           0.00000E+00  
W181         181          74           0.00000E+00  
W182         182          74           2.48230E-11  
W183         183          74           1.66940E-11  
W184         184          74           4.49500E-11  
W185         185          74           0.00000E+00  
W186         186          74           2.32640E-11  
W187         187          74           0.00000E+00  
W188         188          74           0.00000E+00  
Re85         185          75           9.66330E-12  
Re86         186          75           0.00000E+00  
Re87         187          75           6.92700E-12  
Re88         188          75           0.00000E+00  
Re89         189          75           0.00000E+00  
Os86         186          76           1.53880E-11  
Os87         187          76           5.49690E-12  
Os88         188          76           3.95610E-11  
Os89         189          76           1.46230E-11  
Os90         190          76           4.86580E-11  
Os91         191          76           0.00000E+00  
Os92         192          76           4.07590E-11  
Os93         193          76           0.00000E+00  
Os94         194          76           0.00000E+00  
Ir91         191          77           2.38560E-11  
Ir92         192          77           0.00000E+00  
Ir93         193          77           3.76130E-11  
Ir94         194          77           0.00000E+00  
Ir95         195          77           0.00000E+00  
Pt92         192          78           1.05660E-11  
Pt93         193          78           0.00000E+00  
Pt94         194          78           6.98340E-11  
Pt95         195          78           4.74920E-11  
Pt96         196          78           7.85290E-11  
Pt97         197          78           0.00000E+00  
Pt98         198          78           1.12480E-11  
Au97         197          79           3.01810E-11  
Au98         198          79           0.00000E+00  
Au99         199          79           0.00000E+00  
Hg98         198          80           5.39140E-11  
Hg99         199          80           2.98610E-11  
Hg00         200          80           9.28620E-11  
Hg01         201          80           4.08470E-11  
Hg02         202          80           1.66960E-10  
Hg03         203          80           0.00000E+00  
Hg04         204          80           5.06090E-12  
Tl03         203          81           7.72650E-11  
Tl04         204          81           0.00000E+00  
Tl05         205          81           1.66050E-10  
Pb04         204          82           9.32090E-11  
Pb05         205          82           1.09470E-11  
Pb06         206          82           1.31010E-09  
Pb07         207          82           1.82460E-09  
Pb08         208          82           5.40030E-08  
Pb09         209          82           0.00000E+00  
Pb10         210          82           0.00000E+00  
Bi09         209          83           4.83490E-10  
Bi10         210          83           0.00000E+00  
Po10         210          84           0.00000E+00  
