# M_ini =  2.36 Msun, Z = 0.0011, Y = 0.24, M_pmz = 1.0E-04 Msun
# Initial [Fe/H] = -1.41, [alpha/Fe] = 0.4
# M_remnant = 0.693 Msun, M_yield(all) = 1.667 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 br  35    1.269177  -1.270823   0.098822   1.692523E-09   1.015121E-09
 kr  36    2.095443  -1.154557   0.215088   1.191191E-08   7.144381E-09
 rb  37    1.434287  -1.085713   0.283932   2.653038E-09   1.591207E-09
 sr  38    1.999025  -0.880975   0.488671   9.967423E-09   5.978142E-09
  y  39    1.384921  -0.825079   0.544567   2.457058E-09   1.473665E-09
 zr  40    1.763178  -0.766822   0.602823   6.055783E-09   3.632065E-09
 nb  41    0.589387  -0.820613   0.549032   4.111252E-10   2.465797E-10
 mo  42    0.907408  -1.032592   0.337053   8.865289E-10   5.317117E-10
 ru  44    0.586089  -1.173911   0.195734   4.428839E-10   2.656276E-10
 rh  45   -0.199085  -1.259085   0.110561   7.410659E-11   4.444676E-11
 pd  46    0.607223  -1.042777   0.326868   4.890669E-10   2.933267E-10
 ag  47    0.007077  -1.192923   0.176723   1.249995E-10   7.497073E-11
 cd  48    0.791171  -0.918829   0.450817   7.905107E-10   4.741230E-10
 in  49   -0.267180  -1.027180   0.342466   7.073308E-11   4.242344E-11
 sn  50    1.238901  -0.831099   0.538547   2.337085E-09   1.401709E-09
 sb  51   -0.202234  -1.212234   0.157411   8.642816E-11   5.183685E-11
 te  52    0.853323  -1.326677   0.042968   1.013413E-09   6.078127E-10
  i  53    0.232930  -1.317070   0.052576   2.470805E-10   1.481910E-10
 xe  54    1.142957  -1.097043   0.272602   2.073711E-09   1.243746E-09
 cs  55   -0.044994  -1.124994   0.244651   1.364463E-10   8.183614E-11
 ba  56    1.668132  -0.511868   0.857777   7.293143E-09   4.374194E-09
 la  57    0.648258  -0.521742   0.847903   7.036825E-10   4.220462E-10
 ce  58    1.121546  -0.458454   0.911192   2.110229E-09   1.265648E-09
 pr  59    0.128100  -0.631900   0.737746   2.154883E-10   1.292430E-10
 nd  60    0.809202  -0.640798   0.728848   1.054080E-09   6.322033E-10
 sm  62    0.048757  -0.891243   0.478403   1.902905E-10   1.141302E-10
 eu  63   -0.698600  -1.208600   0.161046   3.463331E-11   2.077195E-11
 gd  64   -0.014508  -1.064508   0.305138   1.725413E-10   1.034848E-10
 tb  65   -0.833007  -1.153007   0.216638   2.657628E-11   1.593961E-11
 dy  66    0.129722  -1.000278   0.369367   2.495315E-10   1.496610E-10
 ho  67   -0.729308  -1.199308   0.170337   3.501710E-11   2.100214E-11
 er  68   -0.046226  -0.966226   0.403420   1.714728E-10   1.028439E-10
 tm  69   -0.957574  -1.077574   0.292071   2.120396E-11   1.271746E-11
 yb  70    0.197061  -0.722939   0.646706   3.095968E-10   1.856862E-10
 lu  71   -0.724708  -0.814708   0.554937   3.760429E-11   2.255385E-11
 hf  72    0.081937  -0.628063   0.741582   2.460186E-10   1.475541E-10
 ta  73   -0.860870  -0.740870   0.628776   2.837350E-11   1.701752E-11
  w  74    0.048659  -0.601341   0.768304   2.342661E-10   1.405053E-10
 re  75   -0.740940  -1.000940   0.368706   3.844356E-11   2.305722E-11
 os  76    0.234707  -1.115293   0.254353   3.703966E-10   2.221520E-10
 ir  77   -0.017017  -1.337017   0.032628   2.103354E-10   1.261524E-10
 pt  78    0.388437  -1.231563   0.138083   5.424382E-10   3.253371E-10
 au  79   -0.406353  -1.206353   0.163292   8.794621E-11   5.274732E-11
 hg  80    0.511882  -0.658118   0.711528   7.412286E-10   4.445652E-10
 tl  81    0.257146  -0.512854   0.856791   4.203277E-10   2.520991E-10
 pb  82    1.769552  -0.270448   1.099198   1.389817E-08   8.335679E-09
 bi  83   -0.016222  -0.666222   0.703423   2.291017E-10   1.374079E-10
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
   -0.3189   0.5454   0.8364   0.2911   0.2628      2.0440      9.6316
