# M_ini =  1.70 Msun, Z = 0.0006, Y = 0.30, M_pmz = 1.0E-03 Msun
# Initial [Fe/H] = -1.38, [alpha/Fe] = 0.0
# M_remnant = 0.683 Msun, M_yield(all) = 1.017 Msun
#El   Z    log e(X)      [X/H]     [X/Fe]        M_yield        X_yield
 lu  71    0.256734   0.166734   1.516154   2.099355E-10   2.063665E-10
 hf  72    1.141759   0.431759   1.781179   1.645492E-09   1.617518E-09
 ta  73    0.195738   0.315738   1.665158   1.882369E-10   1.850367E-10
  w  74    1.157458   0.507458   1.856878   1.752067E-09   1.722281E-09
 re  75    0.232910  -0.027090   1.322330   2.105613E-10   2.069817E-10
 os  76    1.115240  -0.234760   1.114660   1.631537E-09   1.603800E-09
 ir  77    0.441901  -0.878099   0.471321   3.521890E-10   3.462016E-10
 pt  78    1.136707  -0.483293   0.866127   1.769358E-09   1.739278E-09
 au  79    0.340502  -0.459498   0.889922   2.859276E-10   2.810667E-10
 hg  80    1.611390   0.441390   1.790810   5.429586E-09   5.337281E-09
 tl  81    1.345857   0.575857   1.925277   3.001559E-09   2.950531E-09
 pb  82    3.374898   1.334898   2.684318   3.261642E-07   3.206193E-07
 bi  83    1.509029   0.859029   2.208449   4.471600E-09   4.395581E-09
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]  [C+N+O/Fe]  log e(CNO)
   -0.8465   1.3739   1.8484   0.4745   0.8359      1.7967      9.4046
